molecule_name,packed_number,attempted_number
surf_0__ybdG,0,0
int_0__yebV,0,0
int_0__tyrA,0,1
int_0__tyrB,0,3
int_0__yodD,0,0
int_0__polA,0,0
int_0__tyrR,0,0
int_0__tyrS,0,3
surf_0__hflC,0,10
int_0__bcp,0,9
surf_0__hflK,0,12
surf_0__cpxA,0,0
int_0__trxC,0,0
int_0__trxB,0,7
int_0__hyaD,0,1
int_0__plsB,0,0
int_0__dnaK,0,27
int_0__prmB,0,1
int_0__prmA,0,0
int_0__valS,0,2
int_0__slmA,0,0
int_0__ppiB,0,3
int_0__ppiC,0,2
int_0__chaB,0,0
int_0__lasT,0,0
int_0__uvrD,0,0
int_0__uvrA,0,0
int_0__uvrB,0,0
int_0__uvrC,0,0
int_0__arnA,0,0
int_0__arnB,0,0
surf_0__tamB,0,0
int_0__fdhE,0,1
int_0__uvrY,0,0
int_0__mpl,0,0
surf_0__gsiC,0,1
int_0__hflD,0,0
int_0__glnQ,0,1
int_0__glnS,0,2
int_0__gpsA,0,1
int_0__glnK,0,2
int_0__diaA,0,1
int_0__glnA,0,25
int_0__glnB,0,0
int_0__glnD,0,0
int_0__hflX,0,0
int_0__glnG,0,0
int_0__ptsP,0,0
int_0__ptsH,0,33
int_0__ptsI,0,16
int_0__ptsN,0,1
surf_0__srlE,0,0
int_0__fldA,0,12
int_0__fldB,0,1
int_0__yfbR,0,0
int_0__yfbU,0,0
surf_0__yhcB,0,54
int_0__lsrF,0,0
int_0__ghrA,0,2
int_0__ghrB,0,3
int_0__recR,0,0
int_0__recJ,0,0
int_0__pqqL,0,0
int_0__hns,0,32
int_0__recA,0,2
int_0__tehB,0,0
int_0__recG,0,0
int_0__pssA,0,0
int_0__yqcC,0,1
int_0__ymjA,0,0
int_0__mfd,0,0
int_0__hldE,0,2
int_0__hldD,0,5
int_0__acpS,0,0
int_0__acpP,0,50
surf_0__codB,0,1
int_0__yhiN,0,0
int_0__tktA,0,6
int_0__tktB,0,1
surf_0__dacC,0,8
surf_0__dacA,0,19
int_0__yieP,0,0
int_0__cspE,0,27
int_0__cspD,0,1
int_0__cspA,0,3
int_0__cspC,0,96
int_0__ligA,1,1
int_0__rsuA,0,2
surf_0__hisQ,0,0
int_0__aspS,0,3
surf_0__ftsX,0,0
int_0__tcdA,0,0
int_0__fnr,0,1
surf_0__ftsE,0,3
int_0__aspC,0,11
surf_0__ftsA,0,4
int_0__aspA,0,0
surf_0__ftsL,0,0
surf_0__ftsN,0,2
surf_0__ftsH,0,21
surf_0__ftsI,0,0
surf_0__ftsK,0,0
int_0__hrpA,0,0
int_0__yagE,0,0
int_0__bioD2,0,1
int_0__bioD1,0,1
int_0__cytR,0,0
surf_0__yggE,0,8
surf_0__elaB,0,22
int_0__rbsA,0,0
int_0__rbsD,0,0
int_0__rbsK,0,0
int_0__folP,0,1
int_0__folM,0,0
int_0__pfkA,0,0
int_0__pfkB,0,0
int_0__folD,0,0
int_0__folE,0,18
int_0__folB,0,0
int_0__folC,0,0
int_0__folA,0,0
int_0__yhbY,0,1
surf_0__aas,0,0
int_0__speB,0,2
surf_0__wzzB,0,17
int_0__dinJ,0,1
surf_0__wzzE,0,2
int_0__hisG,0,5
int_0__hisF,0,2
int_0__hisD,0,4
int_0__hisC,0,2
int_0__hisB,0,3
int_0__hisA,0,3
int_0__rnt,0,0
int_0__rnr,0,0
int_0__hisI,0,2
int_0__hisH,0,2
int_0__yrbL,0,0
int_0__hisS,0,3
int_0__rnk,0,1
int_0__hisP,0,1
int_0__rng,0,1
int_0__rne,0,1
int_0__rnb,0,2
int_0__rnc,0,1
int_0__ycaR,0,3
int_0__glmU,0,0
int_0__glmS,0,6
int_0__glmM,1,2
int_0__radA,0,0
surf_0__malX,0,0
int_0__ybjX,0,0
int_0__dcuR,0,0
surf_0__malF,0,0
int_0__yecD,0,0
int_0__yecF,0,0
int_0__manX,0,2
surf_0__gltK,0,0
int_0__ydbK,0,0
int_0__yecM,0,1
int_0__metAS,0,4
int_0__manA,0,2
surf_0__gltP,0,0
surf_0__cycA,0,0
surf_0__yqjE,0,0
surf_0__yqjD,0,44
int_0__chrR,0,1
int_0__yheO,0,0
int_0__ycfP,0,1
int_0__yqjI,1,1
int_0__yeeX,0,33
int_0__tdk,0,0
int_0__tdh,0,0
int_0__yhhW,0,0
int_0__engB,0,2
int_0__yhhX,0,0
int_0__rpsN,0,15
int_0__ydcP,0,0
int_0__ydcY,0,1
int_0__ydcF,0,0
int_0__ttcA,0,1
int_0__ydcI,0,0
int_0__ydcH,0,0
int_0__ydcJ,0,0
int_0__dapB,0,5
int_0__dapA,0,7
int_0__dapF,0,0
int_0__dapD,0,18
int_0__dapE,0,0
int_0__ogt,0,0
int_0__ebgR,0,0
int_0__lipB,0,0
int_0__lipA,0,1
int_0__yggL,0,2
int_0__hpt,0,2
surf_0__ppiD,0,10
int_0__cca,0,0
int_0__gpr,0,0
surf_0__emrA,0,0
int_0__yfaY,0,0
surf_0__yrfF,0,1
surf_0__livM,0,1
surf_0__mgtA,0,1
int_0__pyrH,0,1
int_0__pyrI,0,32
int_0__pyrD,0,2
int_0__pyrE,0,1
int_0__pyrF,0,2
int_0__pyrG,0,1
int_0__katG,0,2
int_0__dsdA,0,1
int_0__pyrB,0,16
int_0__pyrC,0,6
int_0__yebG,0,0
surf_0__cstA,0,1
int_0__yihI,0,1
int_0__yihD,0,5
int_0__mdaB,0,1
int_0__ahr,0,0
int_0__yihX,0,0
int_0__thrA,0,6
int_0__rof,0,1
int_0__yihQ,0,0
int_0__rob,0,1
int_0__mreB,0,0
int_0__thrC,0,21
int_0__thrB,0,1
int_0__yadG,0,0
int_0__yqhD,0,2
int_0__ybcJ,1,1
surf_0__rseP,0,0
int_0__feoA,0,0
int_0__hscB,0,1
int_0__rstA,0,1
surf_0__rseA,0,1
surf_0__dppC,0,1
surf_0__dppB,0,0
int_0__yceM,0,0
int_0__yjdC,0,0
surf_0__focA,0,0
int_0__typA,0,0
surf_0__ubiA,0,0
surf_0__ubiB,0,0
int_0__pcnB,0,0
int_0__allR,0,0
surf_0__kgtP,0,0
int_0__panZ,0,0
surf_0__mtlA,0,2
int_0__panB,0,4
int_0__panC,0,2
int_0__panD,1,1
int_0__ibpB,0,0
int_0__ibpA,0,0
int_0__dppF,1,1
int_0__dppD,0,1
int_0__fucU,0,0
int_0__fucR,0,0
int_0__ybjN,0,0
int_0__ybjQ,0,0
int_0__ybjS,0,0
int_0__fucO,0,0
surf_0__feoB,0,0
int_0__fucI,0,0
int_0__pdxK,0,0
int_0__pdxJ,0,1
int_0__pdxI,0,0
int_0__pdxH,0,0
int_0__cueR,0,0
int_0__pdxB,0,3
int_0__pdxA,0,1
surf_0__mdoH,0,0
int_0__pdxY,0,1
int_0__raiA,0,2
surf_0__mdoB,0,1
surf_0__thiB,0,0
int_0__sad,0,0
int_0__tsf,0,30
surf_0__rcsD,0,1
surf_0__sdhD,0,2
surf_0__sdhC,0,4
int_0__rsd,0,1
int_0__yjgA,0,1
int_0__ymgG,0,0
int_0__ypeB,0,0
int_0__ypeA,0,0
surf_0__yjiY,0,0
int_0__ftsY,0,2
int_0__ftsZ,0,9
surf_0__nupC,0,1
int_0__yciN,0,1
int_0__hha,0,1
int_0__acrR,0,1
int_0__mdh,0,68
int_0__atpH,0,8
int_0__atpA,0,20
int_0__atpD,0,32
int_0__atpG,0,3
surf_0__rbsC,0,0
int_0__efp,0,0
int_0__gntR,1,1
int_0__sseB,0,1
int_0__sseA,0,0
int_0__ssb,0,6
surf_0__baeS,0,0
int_0__yaeH,0,3
int_0__frmA,0,1
int_0__frmB,0,1
int_0__ygaV,0,0
int_0__adhE,0,4
int_0__hicB,0,1
int_0__ddlB,0,1
int_0__ddlA,0,0
int_0__cpdA,0,0
int_0__yaeR,0,0
int_0__yaeP,0,1
int_0__slyX,0,1
surf_0__nlpD,1,2
surf_0__nlpA,0,19
int_0__lrp,0,0
int_0__hexR,0,1
int_0__uhpA,0,0
int_0__rnhB,0,0
int_0__rnhA,0,0
int_0__entB,0,1
int_0__entC,0,0
int_0__entA,0,1
int_0__entF,0,0
int_0__entE,1,1
int_0__entH,0,0
int_0__sfsA,0,0
int_0__ispU,0,0
int_0__cbl,0,0
int_0__ispH,0,1
int_0__ispG,0,2
int_0__ispF,0,1
int_0__ispE,0,0
int_0__ispD,0,0
int_0__ispB,0,0
surf_0__yfgM,0,15
surf_0__cysW,0,1
surf_0__cysU,2,2
int_0__nuoC,0,0
int_0__nuoB,0,1
int_0__nuoE,0,2
int_0__nuoG,0,2
int_0__nuoF,0,0
int_0__nuoI,0,0
int_0__epmB,0,0
int_0__epmA,0,0
int_0__hypE,0,0
int_0__iadA,0,0
int_0__oppF,0,1
int_0__ibaG,0,0
int_0__waaA,0,0
surf_0__putP,0,0
int_0__yiiD,0,0
int_0__yccJ,0,1
int_0__yiiM,0,0
int_0__yiiS,0,0
int_0__fepC,0,0
int_0__waaU,0,0
int_0__csdA,0,0
surf_0__tatE,0,2
int_0__csdE,0,0
surf_0__tatC,0,3
surf_0__tatA,0,32
int_0__fadH,0,0
int_0__fadI,0,1
int_0__fadJ,0,0
int_0__rpiB,0,0
int_0__rpiA,0,2
int_0__fadA,0,0
int_0__fadB,0,0
int_0__yeiE,0,0
int_0__fadD,0,0
surf_0__hemY,0,7
int_0__fadR,0,0
int_0__mazG,0,0
int_0__rihA,0,0
int_0__mazE,0,0
int_0__rihC,0,0
int_0__rph,0,0
int_0__ubiD,0,0
int_0__gppA,0,0
int_0__ldhA,0,0
int_0__ubiF,0,0
int_0__rpsM,0,54
int_0__malT,0,0
int_0__malQ,0,0
int_0__malP,0,1
int_0__yeaP,0,0
int_0__tldD,0,0
int_0__yeaO,0,0
int_0__yeaK,0,1
int_0__malK,0,0
surf_0__mlaF,0,1
int_0__yeaG,0,0
int_0__yeaD,0,4
int_0__yeaC,0,0
surf_0__pheP,0,0
int_0__bfr,0,1
surf_0__aer,0,1
int_0__modC,0,0
int_0__modE,0,0
int_0__sra,0,3
int_0__ybiX,0,0
surf_0__tsr,0,0
int_0__ybiU,0,0
int_0__ybiT,0,0
int_0__ybiV,0,0
int_0__ybiH,0,0
surf_0__yccA,0,1
surf_0__yccF,0,0
int_0__lexA,0,0
int_0__ybiB,0,1
surf_0__ytfB,0,3
int_0__fhuC,0,0
int_0__glyQ,0,0
int_0__nusG,0,7
int_0__nusA,0,8
surf_0__ytfL,0,0
int_0__nusB,0,2
int_0__mug,0,0
int_0__glyA,0,33
int_0__fmt,0,1
int_0__livF,0,1
int_0__livG,0,0
int_0__nagK,0,0
surf_0__yhhM,0,1
int_0__cmk,0,1
surf_0__cvrA,0,0
int_0__ymdB,0,0
int_0__yjjG,0,0
surf_0__zntA,0,0
int_0__nanM,0,0
int_0__yjjV,0,0
int_0__pncA,0,0
int_0__pncB,0,1
int_0__pncC,0,0
surf_0__motB,0,2
surf_0__motA,0,2
surf_0__tar,4,46
int_0__tesB,0,0
int_0__relA,0,0
int_0__relB,0,0
int_0__uup,1,1
surf_0__atpB,1,5
surf_0__atpC,0,108
surf_0__atpE,0,7
surf_0__atpF,0,84
int_0__iscA,0,2
surf_0__dsdX,0,0
int_0__mlaE,0,0
int_0__iscU,0,12
int_0__iscR,0,9
int_0__iscS,0,16
int_0__frmR,0,1
int_0__iscX,0,1
int_0__dcp,0,1
surf_0__fruA,0,1
int_0__coaBC,0,0
int_0__dcd,0,1
int_0__dcm,0,0
surf_0__yfdH,0,0
int_0__yajD,0,0
int_0__yajO,0,0
int_0__yajL,0,0
int_0__ftnA,0,4
int_0__rlmN,0,0
int_0__rlmL,0,0
int_0__rlmM,0,1
int_0__rlmJ,0,0
int_0__rlmH,0,0
int_0__rlmI,0,0
int_0__rlmF,0,0
int_0__rlmG,0,0
int_0__rlmD,0,0
int_0__rlmE,0,0
int_0__rlmB,0,1
int_0__rlmA,0,0
int_0__yqiC,0,2
int_0__glnL,0,0
int_0__dkgA,0,1
int_0__dkgB,0,1
int_0__stpA,0,18
int_0__qorA,1,1
int_0__qorB,0,0
int_0__glnE,0,0
int_0__smpB,0,0
int_0__dut,0,4
int_0__dhaK,0,1
int_0__dhaL,0,1
int_0__dhaM,0,0
int_0__icd,0,56
surf_0__zipA,0,11
surf_0__mrcB,0,1
int_0__osmC,0,3
surf_0__yejM,0,0
surf_0__trg,0,1
surf_0__ampE,0,0
int_0__ybhK,0,0
int_0__ybhB,0,0
int_0__ybhA,0,1
int_0__yddM,0,0
int_0__msrA,0,0
int_0__msrC,0,2
int_0__msrB,0,1
int_0__pmbA,0,2
int_0__ugpQ,0,0
int_0__dcyD,0,2
int_0__mtfA,0,0
int_0__ugpC,0,0
int_0__fsaA,0,0
int_0__fusA,0,61
int_0__pdhR,0,0
int_0__fsaB,0,0
int_0__murQ,0,0
surf_0__sppA,0,0
int_0__murC,0,1
int_0__murB,0,0
int_0__murA,0,1
int_0__murG,0,0
int_0__murF,0,0
int_0__murE,0,1
int_0__murD,0,0
int_0__murI,0,0
surf_0__oppB,0,3
surf_0__oppC,0,5
int_0__yjiA,0,0
int_0__yffB,0,0
int_0__yffS,0,1
int_0__crl,0,0
int_0__cra,0,0
int_0__coaE,0,0
int_0__hxpB,0,1
int_0__hxpA,0,2
int_0__crr,1,47
int_0__crp,0,4
int_0__nsrR,0,0
int_0__bdcR,0,0
int_0__edd,0,0
int_0__eda,0,4
int_0__luxS,0,7
int_0__frsA,0,0
int_0__yheS,0,0
int_0__yheU,0,0
int_0__tgt,0,0
int_0__leuS,0,2
int_0__moeA,1,1
int_0__moeB,0,0
int_0__hemB,0,0
int_0__leuD,0,9
surf_0__nuoN,0,0
int_0__leuA,0,2
int_0__leuC,0,7
int_0__leuB,0,5
int_0__gapA,0,65
surf_0__mmuP,0,0
int_0__uxaC,0,0
int_0__uxaB,0,1
int_0__uxaA,0,0
int_0__pabB,0,0
int_0__asnS,0,8
int_0__hslO,0,2
int_0__asnA,0,2
int_0__hslU,0,2
int_0__hslV,0,1
int_0__asnB,0,1
int_0__sufB,0,0
int_0__fklB,0,7
int_0__yjgM,0,0
int_0__tatD,0,0
int_0__srkA,0,0
int_0__ispA,0,0
surf_0__yhiI,0,3
int_0__yjgR,0,0
surf_0__htpX,0,8
int_0__sdaA,0,1
int_0__sdaB,0,0
int_0__sufD,0,0
int_0__cysS,1,1
surf_0__ygiM,0,4
int_0__pckA,0,3
int_0__deoA,1,1
int_0__alaC,0,0
int_0__alaA,0,0
int_0__alaS,0,3
int_0__cysJ,0,4
int_0__anmK,0,0
surf_0__mlaD,0,11
int_0__prfC,0,2
int_0__prfB,0,3
int_0__prfA,0,0
int_0__cysK,0,100
int_0__gabT,0,0
int_0__gabD,0,0
int_0__bioA,0,0
int_0__bioB,0,1
int_0__bioF,0,0
int_0__mntR,0,1
int_0__bioH,0,0
int_0__nfi,0,0
int_0__nfo,0,1
int_0__nadR,0,0
int_0__wbbK,0,0
int_0__nadA,0,0
int_0__nadB,0,1
int_0__nadC,0,1
int_0__nadD,0,0
int_0__nadE,0,5
surf_0__mrcA,0,0
int_0__gudD,0,0
surf_0__nuoA,0,3
surf_0__pnuC,0,0
surf_0__glnP,0,0
surf_0__nuoH,0,0
int_0__gyrA,0,0
surf_0__nuoL,0,0
int_0__gyrB,0,1
int_0__yhfA,0,0
int_0__xseB,0,1
int_0__xseA,0,0
surf_0__cyoB,0,6
surf_0__cyoC,0,0
surf_0__cyoA,0,9
surf_0__ybaL,0,1
surf_0__cyoD,0,2
int_0__pta,0,2
int_0__pth,0,1
int_0__alsE,0,0
total,200,7602
